index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
zhiyesc25	100	1		5		130	120	zm5			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc26	100	1		5		130	120	zm6			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc27	100	1		5		130	120	zm7			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc11	100	1		5		160	150	zi1			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc12	100	1		5		160	150	zi2			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc13	100	1		5		160	150	zi3			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc14	100	1		5		160	150	zi4			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc15	100	1		5		160	150	zi5			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc16	100	1		5		160	150	zi6			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhiyesc17	100	1		5		160	150	zi7			1	3	5000			duzhi	30X-7	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr278		1	1	pr4		1	10																	pr381		30	30	0
zhizunvipsc	100	1	1	1	1	200	7	cm1			1	3	5000			vvip	vvip	so217	12	so217	pr104		10	10	pr333		400	400	pr59		888	888	pr252		461	461	pr13		300	300	pr11		200	200	pr14		50	50	pr12		50	50	pr41		50	50													0
yangchengsc	100	1	1	1	1	100	7	sgc			1	3	5000			flpmss	Vip_Charm	so217	12	so217	pr104			1	pr338			10	pr280			8																																					0
rongyaovipsc	100	1	1	1	1	200	7	cm1			1	3	5000			vvip	vip3	so217	12	so217	pr104		6	6	pr333		200	200	pr59		666	666	pr252				pr13		200	200	pr11		100	100	pr14		25	25	pr12		25	25	pr41		25	25													0
4x4Bag1	100	1		15	1	1	1	mfd				3	5000			invbag_pk4	invbag_pk4	so0		so0																																																	0
zhengyizhishi	100	1	1	3	1	150	150	zf8			1	3	5000			Invvip1	Invvip1	so217	12	so217	pr281		1	7	pr337		1	300	pr278		1	1																																					0
Holy Light Charm	100	1		15		99		zzs1			1	3	5000			18a-61-zan	18a-61-zan	so217	12	so217	pr133		4	4																																													0
99 Diamond Charm	100	1		15		99		zzs2			1	3	5000			18-fabao12	18-fabao12	so217	12	so217	pr133		4	4																																													0
Superior VIP Charm	100	1		15				zzs3			1	3	5000			3d2020aoyi-8	3d2020aoyi-8	so217	12	so217	pr133		6	6	pr373		10	10	pr265	54		1																																					0
Super VIP Charm	100	1		15		99		zzs4			1	3	5000			3dfabao2-4	3dfabao2-4	so217	12	so217	pr133		4	4																																													0
Stormshieldnew1	100	1		15	1	160	150	uit				3	5000				dun2	so0		so0	pr141	30			pr4		20	35	pr7		30	30	pr104		1	7	pr83		35	35	pr41		10	30	pr16		35	35	pr278		1	1	pr75		-50	-50	pr125	413	1	35					pr381		30	30	0
paldunnew1	100	1		15	1	160	150	paf				5	5000	blac	blac		dun05	so0		so0	pr233		1	30	pr83		30	30	pr68		-3	3	pr1		30	30	pr4		20	35	pr278		1	1	pr275		1	30	pr104		1	7	pr5		200	200	pr232		1	30	pr125	413	1	60	pr381		30	30	0
darknew1	100	1	1	15	1	160	150	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr278		1	1	pr235		1	30	pr275		1	30	pr232		1	30	pr104		1	7	pr125	413	1	60	0
sgbaolvfu	100	1	1	1		100	7	zg6			1	3	5000			zhufu	zhufu	so217	12	so217	pr281		1	3	pr277		1	1	pr13		10	20																																					0
